idLeitura,tipoMaquina,descricao,valor,metrica,dataleitura,minimo,maximo
286,IOT,"Core 6",4.70,%,2020-10-20,19,26
287,IOT,"Memoria uso %",40.10,%,2020-10-20,19,26
288,IOT,"Memoria uso GB",6.40,GB,2020-10-20,19,26
289,IOT,"Memoria livre GB",9.60,GB,2020-10-20,19,26
290,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
291,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
292,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
293,IOT,"Core 1",43.00,°C,2020-10-20,19,26
294,IOT,"Core 1",14.60,%,2020-10-20,19,26
295,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
296,IOT,"Core 2",44.00,°C,2020-10-20,19,26
297,IOT,"Core 2",18.80,%,2020-10-20,19,26
298,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
299,IOT,"Core 3",43.00,°C,2020-10-20,19,26
300,IOT,"Core 3",18.80,%,2020-10-20,19,26
301,IOT,"Core 4",4005.50,MHz,2020-10-20,19,26
302,IOT,"Core 4",41.00,°C,2020-10-20,19,26
303,IOT,"Core 4",20.30,%,2020-10-20,19,26
304,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
305,IOT,"Core 5",41.00,°C,2020-10-20,19,26
306,IOT,"Core 5",10.90,%,2020-10-20,19,26
307,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
308,IOT,"Core 6",42.00,°C,2020-10-20,19,26
309,IOT,"Core 6",7.80,%,2020-10-20,19,26
310,IOT,"Memoria uso %",40.10,%,2020-10-20,19,26
311,IOT,"Memoria uso GB",6.40,GB,2020-10-20,19,26
312,IOT,"Memoria livre GB",9.50,GB,2020-10-20,19,26
313,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
314,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
315,IOT,"Core 1",4005.50,MHz,2020-10-20,19,26
316,IOT,"Core 1",43.00,°C,2020-10-20,19,26
317,IOT,"Core 1",10.70,%,2020-10-20,19,26
318,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
319,IOT,"Core 2",45.00,°C,2020-10-20,19,26
320,IOT,"Core 2",15.60,%,2020-10-20,19,26
321,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
322,IOT,"Core 3",43.00,°C,2020-10-20,19,26
323,IOT,"Core 3",15.60,%,2020-10-20,19,26
324,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
325,IOT,"Core 4",42.00,°C,2020-10-20,19,26
326,IOT,"Core 4",10.90,%,2020-10-20,19,26
327,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
328,IOT,"Core 5",41.00,°C,2020-10-20,19,26
329,IOT,"Core 5",10.90,%,2020-10-20,19,26
330,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
331,IOT,"Core 6",43.00,°C,2020-10-20,19,26
332,IOT,"Core 6",4.70,%,2020-10-20,19,26
333,IOT,"Memoria uso %",40.00,%,2020-10-20,19,26
334,IOT,"Memoria uso GB",6.40,GB,2020-10-20,19,26
335,IOT,"Memoria livre GB",9.60,GB,2020-10-20,19,26
336,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
337,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
338,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
339,IOT,"Core 1",43.00,°C,2020-10-20,19,26
340,IOT,"Core 1",9.60,%,2020-10-20,19,26
341,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
342,IOT,"Core 2",44.00,°C,2020-10-20,19,26
343,IOT,"Core 2",20.30,%,2020-10-20,19,26
344,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
345,IOT,"Core 3",43.00,°C,2020-10-20,19,26
346,IOT,"Core 3",12.50,%,2020-10-20,19,26
347,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
348,IOT,"Core 4",41.00,°C,2020-10-20,19,26
349,IOT,"Core 4",4.70,%,2020-10-20,19,26
350,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
351,IOT,"Core 5",41.00,°C,2020-10-20,19,26
352,IOT,"Core 5",4.70,%,2020-10-20,19,26
353,IOT,"Core 6",4005.50,MHz,2020-10-20,19,26
354,IOT,"Core 6",41.00,°C,2020-10-20,19,26
355,IOT,"Core 6",4.70,%,2020-10-20,19,26
356,IOT,"Memoria uso %",40.30,%,2020-10-20,19,26
357,IOT,"Memoria uso GB",6.40,GB,2020-10-20,19,26
358,IOT,"Memoria livre GB",9.50,GB,2020-10-20,19,26
359,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
360,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
361,IOT,"Core 1",3905.50,MHz,2020-10-20,19,26
362,IOT,"Core 1",43.00,°C,2020-10-20,19,26
363,IOT,"Core 1",6.50,%,2020-10-20,19,26
364,IOT,"Core 2",3905.50,MHz,2020-10-20,19,26
365,IOT,"Core 2",44.00,°C,2020-10-20,19,26
366,IOT,"Core 2",14.10,%,2020-10-20,19,26
367,IOT,"Core 3",3905.50,MHz,2020-10-20,19,26
368,IOT,"Core 3",43.00,°C,2020-10-20,19,26
369,IOT,"Core 3",10.90,%,2020-10-20,19,26
370,IOT,"Core 4",3905.30,MHz,2020-10-20,19,26
371,IOT,"Core 4",53.00,°C,2020-10-20,19,26
372,IOT,"Core 4",1.60,%,2020-10-20,19,26
373,IOT,"Core 5",3905.30,MHz,2020-10-20,19,26
374,IOT,"Core 5",41.00,°C,2020-10-20,19,26
375,IOT,"Core 5",6.30,%,2020-10-20,19,26
376,IOT,"Core 6",3905.30,MHz,2020-10-20,19,26
377,IOT,"Core 6",42.00,°C,2020-10-20,19,26
378,IOT,"Core 6",3.10,%,2020-10-20,19,26
379,IOT,"Memoria uso %",40.10,%,2020-10-20,19,26
380,IOT,"Memoria uso GB",6.40,GB,2020-10-20,19,26
381,IOT,"Memoria livre GB",9.50,GB,2020-10-20,19,26
382,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
383,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
384,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
385,IOT,"Core 1",45.00,°C,2020-10-20,19,26
386,IOT,"Core 1",8.30,%,2020-10-20,19,26
387,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
388,IOT,"Core 2",48.00,°C,2020-10-20,19,26
389,IOT,"Core 2",17.20,%,2020-10-20,19,26
390,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
391,IOT,"Core 3",44.00,°C,2020-10-20,19,26
392,IOT,"Core 3",14.10,%,2020-10-20,19,26
393,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
394,IOT,"Core 4",43.00,°C,2020-10-20,19,26
395,IOT,"Core 4",7.80,%,2020-10-20,19,26
396,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
397,IOT,"Core 5",42.00,°C,2020-10-20,19,26
398,IOT,"Core 5",0.00,%,2020-10-20,19,26
399,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
400,IOT,"Core 6",44.00,°C,2020-10-20,19,26
401,IOT,"Core 6",4.70,%,2020-10-20,19,26
402,IOT,"Memoria uso %",40.10,%,2020-10-20,19,26
403,IOT,"Memoria uso GB",6.40,GB,2020-10-20,19,26
404,IOT,"Memoria livre GB",9.50,GB,2020-10-20,19,26
405,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
406,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
407,IOT,"Core 1",4005.50,MHz,2020-10-20,19,26
408,IOT,"Core 1",44.00,°C,2020-10-20,19,26
409,IOT,"Core 1",7.60,%,2020-10-20,19,26
410,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
411,IOT,"Core 2",44.00,°C,2020-10-20,19,26
412,IOT,"Core 2",15.60,%,2020-10-20,19,26
413,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
414,IOT,"Core 3",43.00,°C,2020-10-20,19,26
415,IOT,"Core 3",6.30,%,2020-10-20,19,26
416,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
417,IOT,"Core 4",40.00,°C,2020-10-20,19,26
418,IOT,"Core 4",10.90,%,2020-10-20,19,26
419,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
420,IOT,"Core 5",41.00,°C,2020-10-20,19,26
421,IOT,"Core 5",1.60,%,2020-10-20,19,26
422,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
423,IOT,"Core 6",41.00,°C,2020-10-20,19,26
424,IOT,"Core 6",1.60,%,2020-10-20,19,26
425,IOT,"Memoria uso %",40.70,%,2020-10-20,19,26
426,IOT,"Memoria uso GB",6.50,GB,2020-10-20,19,26
427,IOT,"Memoria livre GB",9.40,GB,2020-10-20,19,26
428,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
429,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
430,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
431,IOT,"Core 1",45.00,°C,2020-10-20,19,26
432,IOT,"Core 1",14.80,%,2020-10-20,19,26
433,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
434,IOT,"Core 2",46.00,°C,2020-10-20,19,26
435,IOT,"Core 2",23.40,%,2020-10-20,19,26
436,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
437,IOT,"Core 3",44.00,°C,2020-10-20,19,26
438,IOT,"Core 3",21.90,%,2020-10-20,19,26
439,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
440,IOT,"Core 4",43.00,°C,2020-10-20,19,26
441,IOT,"Core 4",17.20,%,2020-10-20,19,26
442,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
443,IOT,"Core 5",42.00,°C,2020-10-20,19,26
444,IOT,"Core 5",6.30,%,2020-10-20,19,26
445,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
446,IOT,"Core 6",43.00,°C,2020-10-20,19,26
447,IOT,"Core 6",9.40,%,2020-10-20,19,26
448,IOT,"Memoria uso %",41.00,%,2020-10-20,19,26
449,IOT,"Memoria uso GB",6.50,GB,2020-10-20,19,26
450,IOT,"Memoria livre GB",9.40,GB,2020-10-20,19,26
451,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
452,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
453,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
454,IOT,"Core 1",43.00,°C,2020-10-20,19,26
455,IOT,"Core 1",10.40,%,2020-10-20,19,26
456,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
457,IOT,"Core 2",44.00,°C,2020-10-20,19,26
458,IOT,"Core 2",18.80,%,2020-10-20,19,26
459,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
460,IOT,"Core 3",43.00,°C,2020-10-20,19,26
461,IOT,"Core 3",9.40,%,2020-10-20,19,26
462,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
463,IOT,"Core 4",42.00,°C,2020-10-20,19,26
464,IOT,"Core 4",12.50,%,2020-10-20,19,26
465,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
466,IOT,"Core 5",40.00,°C,2020-10-20,19,26
467,IOT,"Core 5",6.30,%,2020-10-20,19,26
468,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
469,IOT,"Core 6",42.00,°C,2020-10-20,19,26
470,IOT,"Core 6",7.80,%,2020-10-20,19,26
471,IOT,"Memoria uso %",40.80,%,2020-10-20,19,26
472,IOT,"Memoria uso GB",6.50,GB,2020-10-20,19,26
473,IOT,"Memoria livre GB",9.40,GB,2020-10-20,19,26
474,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
475,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
476,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
477,IOT,"Core 1",44.00,°C,2020-10-20,19,26
478,IOT,"Core 1",16.10,%,2020-10-20,19,26
479,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
480,IOT,"Core 2",46.00,°C,2020-10-20,19,26
481,IOT,"Core 2",28.10,%,2020-10-20,19,26
482,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
483,IOT,"Core 3",43.00,°C,2020-10-20,19,26
484,IOT,"Core 3",25.00,%,2020-10-20,19,26
485,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
486,IOT,"Core 4",43.00,°C,2020-10-20,19,26
487,IOT,"Core 4",9.40,%,2020-10-20,19,26
488,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
489,IOT,"Core 5",41.00,°C,2020-10-20,19,26
490,IOT,"Core 5",12.50,%,2020-10-20,19,26
491,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
492,IOT,"Core 6",42.00,°C,2020-10-20,19,26
493,IOT,"Core 6",14.10,%,2020-10-20,19,26
494,IOT,"Memoria uso %",41.80,%,2020-10-20,19,26
495,IOT,"Memoria uso GB",6.70,GB,2020-10-20,19,26
496,IOT,"Memoria livre GB",9.30,GB,2020-10-20,19,26
497,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
498,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
499,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
500,IOT,"Core 1",56.00,°C,2020-10-20,19,26
501,IOT,"Core 1",49.50,%,2020-10-20,19,26
502,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
503,IOT,"Core 2",52.00,°C,2020-10-20,19,26
504,IOT,"Core 2",62.50,%,2020-10-20,19,26
505,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
506,IOT,"Core 3",51.00,°C,2020-10-20,19,26
507,IOT,"Core 3",56.30,%,2020-10-20,19,26
508,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
509,IOT,"Core 4",57.00,°C,2020-10-20,19,26
510,IOT,"Core 4",45.30,%,2020-10-20,19,26
511,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
512,IOT,"Core 5",47.00,°C,2020-10-20,19,26
513,IOT,"Core 5",40.60,%,2020-10-20,19,26
514,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
515,IOT,"Core 6",51.00,°C,2020-10-20,19,26
516,IOT,"Core 6",40.60,%,2020-10-20,19,26
517,IOT,"Memoria uso %",41.70,%,2020-10-20,19,26
518,IOT,"Memoria uso GB",6.60,GB,2020-10-20,19,26
519,IOT,"Memoria livre GB",9.30,GB,2020-10-20,19,26
520,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
521,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
522,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
523,IOT,"Core 1",46.00,°C,2020-10-20,19,26
524,IOT,"Core 1",15.60,%,2020-10-20,19,26
525,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
526,IOT,"Core 2",46.00,°C,2020-10-20,19,26
527,IOT,"Core 2",23.40,%,2020-10-20,19,26
528,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
529,IOT,"Core 3",44.00,°C,2020-10-20,19,26
530,IOT,"Core 3",15.60,%,2020-10-20,19,26
531,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
532,IOT,"Core 4",43.00,°C,2020-10-20,19,26
533,IOT,"Core 4",14.10,%,2020-10-20,19,26
534,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
535,IOT,"Core 5",42.00,°C,2020-10-20,19,26
536,IOT,"Core 5",15.60,%,2020-10-20,19,26
537,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
538,IOT,"Core 6",45.00,°C,2020-10-20,19,26
539,IOT,"Core 6",14.10,%,2020-10-20,19,26
540,IOT,"Memoria uso %",41.50,%,2020-10-20,19,26
541,IOT,"Memoria uso GB",6.60,GB,2020-10-20,19,26
542,IOT,"Memoria livre GB",9.30,GB,2020-10-20,19,26
543,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
544,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
545,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
546,IOT,"Core 1",45.00,°C,2020-10-20,19,26
547,IOT,"Core 1",24.20,%,2020-10-20,19,26
548,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
549,IOT,"Core 2",46.00,°C,2020-10-20,19,26
550,IOT,"Core 2",28.10,%,2020-10-20,19,26
551,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
552,IOT,"Core 3",44.00,°C,2020-10-20,19,26
553,IOT,"Core 3",26.60,%,2020-10-20,19,26
554,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
555,IOT,"Core 4",43.00,°C,2020-10-20,19,26
556,IOT,"Core 4",35.90,%,2020-10-20,19,26
557,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
558,IOT,"Core 5",42.00,°C,2020-10-20,19,26
559,IOT,"Core 5",18.80,%,2020-10-20,19,26
560,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
561,IOT,"Core 6",43.00,°C,2020-10-20,19,26
562,IOT,"Core 6",12.50,%,2020-10-20,19,26
563,IOT,"Memoria uso %",41.60,%,2020-10-20,19,26
564,IOT,"Memoria uso GB",6.60,GB,2020-10-20,19,26
565,IOT,"Memoria livre GB",9.30,GB,2020-10-20,19,26
566,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
567,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
568,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
569,IOT,"Core 1",45.00,°C,2020-10-20,19,26
570,IOT,"Core 1",13.00,%,2020-10-20,19,26
571,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
572,IOT,"Core 2",45.00,°C,2020-10-20,19,26
573,IOT,"Core 2",21.90,%,2020-10-20,19,26
574,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
575,IOT,"Core 3",44.00,°C,2020-10-20,19,26
